time_s,P_drive_W,P_hvac_W,P_to_LFP_W,P_to_LTO_W,T_LFP_C,T_LTO_C,SoC_LFP,SoC_LTO
3286.75,18116.98870968884,1525.94063957543,14457.77224248711,5185.157106777162,35.19616722514801,35.06173818678725,0.5501581400733437,0.5247576381299444
3287.0,18505.915755210066,1525.9334348429181,14846.6742861796,5185.174903873385,35.196157864909324,35.061721243279635,0.5501581562461916,0.5247576701371969
3287.25,16548.012886743254,1525.926232111443,12888.746424298315,5185.192694556384,35.19615035056969,35.06170430587765,0.5501581702862204,0.5247577021445592
3287.5,18027.001331832747,1525.9190313804488,14367.709884384727,5185.2104788284705,35.19613409884207,35.061687374579094,0.5501581859373205,0.5247577341520313
3287.75,17256.715777456404,1525.9118326493797,13597.399353413834,5185.228256691951,35.19612432696961,35.06167044938178,0.5501582007493023,0.5247577661596131
3288.0,17684.097020216053,1525.9046359176805,14024.755627984601,5185.246028149131,35.19611108783452,35.06165353028351,0.5501582160268139,0.5247577981673046
3288.25,19654.5920505943,1525.897441184796,15995.225698576778,5185.263793202317,35.19609975070573,35.06163661728208,0.550158233450807,0.5247578301751058
3288.5,17639.82635930596,1525.8902484501707,13980.435055902319,5185.281551853813,35.1960980075748,35.061619710375304,0.5501582486800392,0.5247578621830166
3288.75,17244.365599862067,1525.8830577132499,13584.949353469387,5185.299304105932,35.196086473539985,35.06160280956099,0.550158263478459,0.5247578941910369
3289.0,18558.802837817053,1525.8758689734784,14899.36165682957,5185.317049960963,35.196073188803226,35.06158591483693,0.5501582797087005,0.5247579261991668
3289.25,16886.187404649936,1525.8686822303018,13226.721297459018,5185.334789421221,35.1960659481367,35.06156902620095,0.5501582941168935,0.5247579582074062
3289.5,16567.556497469857,1525.8614974831655,12908.065472464019,5185.352522489003,35.19605112764818,35.06155214365084,0.5501583081779671,0.5247579902157551
3289.75,18403.42512032253,1525.8543147315154,14743.909185887427,5185.3702491666145,35.19603497835017,35.061535267184425,0.5501583242388703,0.5247580222242134
3290.0,18082.804086303287,1525.8471339747966,14423.263250821728,5185.387969456354,35.196027000283095,35.06151839679951,0.5501583399504861,0.5247580542327811
3290.25,17219.39154527557,1525.8399552124558,13559.825817127508,5185.405683360518,35.19601751165736,35.06150153249389,0.5501583547215382,0.5247580862414581
3290.5,16983.223602315746,1525.8327784439384,13323.632989878271,5185.423390881413,35.19600413334327,35.0614846742654,0.5501583692352996,0.5247581182502445
3290.75,16819.284942494123,1525.8256036686912,13159.669454141484,5185.4410920213295,35.19598973939424,35.061467822111844,0.5501583835704515,0.5247581502591402
3291.0,17341.83517851162,1525.8184308861603,13682.194822615216,5185.458786782564,35.195974653159716,35.06145097603103,0.5501583984748032,0.5247581822681451
3291.25,20554.609796353514,1525.8112600957922,16894.944581281892,5185.476475167416,35.19596182030456,35.06143413602078,0.5501584168788822,0.5247582142772591
3291.5,17267.227612429546,1525.804091297034,13607.5375465484,5185.494157178182,35.19596494636755,35.0614173020789,0.5501584317019079,0.5247582462864823
3291.75,17052.16913629233,1525.7969244893318,13392.454227964508,5185.511832817154,35.195951788385244,35.06140047420321,0.550158446290638,0.5247582782958146
3292.0,18097.41693734011,1525.7897596721332,14437.677194925614,5185.529502086629,35.19593770131842,35.06138365239153,0.5501584620179553,0.5247583103052559
